Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,CustomerID,Age,Gender,Income,CampaignChannel,CampaignType,AdSpend,ClickThroughRate,ConversionRate,WebsiteVisits,PagesPerVisit,TimeOnSite,SocialShares,EmailOpens,EmailClicks,PreviousPurchases,LoyaltyPoints,AdvertisingPlatform,AdvertisingTool,Conversion
7645,7645,7645,7645,7645,CUST7646,34-37,0,47866-57149,google,Awareness,7056.496612487746,0.1910646757003644,0.10674728162546375,11,7.599945816760444,7.464912010064589,56,1,3,0-4,1963,[REDACTED],[REDACTED],1
7646,7646,7646,7646,7646,CUST7647,30-33,0,112854-122137,protonmail,Consideration,4000.3278139682047,0.2932268838524858,0.17044853026061946,6,2.186702298648863,13.57927878613263,28,11,6,5-9,55,[REDACTED],[REDACTED],1
7647,7647,7647,7647,7647,CUST7648,66-69,0,103570-112853,google,Retention,8316.142499951464,0.10554156158550566,0.06776538441560634,8,5.55339478952365,8.200728816025268,37,13,9,5-9,1290,[REDACTED],[REDACTED],0
7648,7648,7648,7648,7648,CUST7649,54-57,0,57150-66433,twitter ads,Conversion,9284.542810334793,0.13299080488790466,0.11565909426363376,45,7.506975248907706,2.749827700127526,76,14,3,5-9,1426,[REDACTED],[REDACTED],0
7649,7649,7649,7649,7649,CUST7650,58-61,0,38582-47865,baidu,Awareness,4356.125604899765,0.22431955502911338,0.14048121501383534,49,6.745813944987957,12.4782475928432,5,2,2,5-9,3295,[REDACTED],[REDACTED],0
7650,7650,7650,7650,7650,CUST7651,54-57,0,85002-94285,linkedin ads,Awareness,4857.121417521861,0.17070573627060673,0.04832114763403032,9,6.942953967023154,0.7213327133546272,13,14,3,5-9,4126,[REDACTED],[REDACTED],1
7651,7651,7651,7651,7651,CUST7652,58-61,0,103570-112853,blog,Consideration,5880.586463868441,0.1686427783601851,0.18622702753669496,15,3.0217371022595994,9.048524832248127,93,16,7,0-4,1132,[REDACTED],[REDACTED],1
7652,7652,7652,7652,7652,CUST7653,34-37,0,75718-85001,blog,Conversion,2088.544225260551,0.18539282020705,0.15188138782154426,0,8.397396923872321,5.477894109766373,3,2,7,5-9,3875,[REDACTED],[REDACTED],1
7653,7653,7653,7653,7653,CUST7654,30-33,0,38582-47865,google ads,Consideration,9200.364500815642,0.18290529443475315,0.0203273940354823,8,9.688780162947307,7.397813100629098,44,8,5,0-4,562,[REDACTED],[REDACTED],0
7654,7654,7654,7654,7654,CUST7655,34-37,0,131422-140705,yahoo,Awareness,4555.915937358357,0.2255672946332167,0.17276615046755822,12,2.5925619721902375,12.00008941590427,91,6,7,0-4,2513,[REDACTED],[REDACTED],0
7655,7655,7655,7655,7655,CUST7656,38-41,1,29298-38581,yahoo,Retention,1819.0335510257478,0.19929706429541483,0.18721677056881927,47,8.938388239444546,0.5967767269982702,38,19,3,0-4,764,[REDACTED],[REDACTED],1
7656,7656,7656,7656,7656,CUST7657,66-69,1,122138-131421,online directory,Retention,7667.799877635232,0.28237498511081643,0.15851876830551492,15,4.534673849069179,2.838317485443376,73,11,2,5-9,49,[REDACTED],[REDACTED],1
7657,7657,7657,7657,7657,CUST7658,46-49,0,47866-57149,baidu,Conversion,2230.148594513479,0.28321774264737215,0.09416872452939436,33,7.325505563069457,12.505289470985254,53,6,6,0-4,822,[REDACTED],[REDACTED],0
7658,7658,7658,7658,7658,CUST7659,50-53,0,57150-66433,blog,Awareness,1474.427995434215,0.1356005977121135,0.19904561348697106,40,5.780707128852111,8.246743267950515,25,17,5,5-9,1386,[REDACTED],[REDACTED],0
7659,7659,7659,7659,7659,CUST7660,18-21,1,103570-112853,online directory,Consideration,5515.078870514916,0.02262738647008765,0.03438984903553669,29,8.128544262768628,4.193627316094999,97,1,5,5-9,2658,[REDACTED],[REDACTED],0
7660,7660,7660,7660,7660,CUST7661,18-21,1,47866-57149,linkedin ads,Awareness,6791.726405212435,0.00921497131653769,0.1098396484192069,12,1.5994612321425667,7.8365558266425195,28,15,1,0-4,1612,[REDACTED],[REDACTED],0
7661,7661,7661,7661,7661,CUST7662,22-25,1,29298-38581,gmail,Consideration,5877.28027493257,0.04308828310021698,0.044603318894224885,7,3.99500592699367,6.466745703918798,61,10,1,0-4,2632,[REDACTED],[REDACTED],0
7662,7662,7662,7662,7662,CUST7663,34-37,0,122138-131421,linkedin ads,Consideration,6545.781758924922,0.02813122875832824,0.08556302323886428,10,1.418290968523156,11.67829522586075,7,18,9,5-9,4238,[REDACTED],[REDACTED],0
7663,7663,7663,7663,7663,CUST7664,58-61,1,75718-85001,online directory,Conversion,1397.0962878861976,0.11571199020237569,0.1871453512249437,48,9.539051883783944,11.274765564948716,38,5,4,5-9,2789,[REDACTED],[REDACTED],0
7664,7664,7664,7664,7664,CUST7665,22-25,1,66434-75717,facebook,Consideration,4832.971418914721,0.02610575232673611,0.15554243805685705,30,2.366518447774366,7.068510720782907,17,19,2,0-4,2583,[REDACTED],[REDACTED],1
7665,7665,7665,7665,7665,CUST7666,54-57,1,47866-57149,google,Conversion,3640.9476746167297,0.18336096408812316,0.15716488546698978,42,4.77816479043316,4.555556370551459,72,6,2,5-9,868,[REDACTED],[REDACTED],0
7666,7666,7666,7666,7666,CUST7667,22-25,1,20014-29297,partner site,Retention,9812.262284431672,0.06907456256320506,0.08438614154013037,10,6.9492541176480795,0.7050710336225804,21,12,8,5-9,4925,[REDACTED],[REDACTED],0
7667,7667,7667,7667,7667,CUST7668,38-41,0,85002-94285,facebook ads,Conversion,651.6830146365344,0.16212239518949614,0.18482152371506297,47,5.094000247403519,7.196026018664298,17,5,8,0-4,1364,[REDACTED],[REDACTED],0
7668,7668,7668,7668,7668,CUST7669,18-21,1,131422-140705,tiktok,Conversion,3003.2672712476724,0.04217040518458958,0.07679398557152124,6,5.663169597983729,8.829920215832102,36,7,0,0-4,4414,[REDACTED],[REDACTED],0
7669,7669,7669,7669,7669,CUST7670,18-21,0,103570-112853,instagram,Conversion,9250.427324250697,0.25357737130940305,0.02052147767804564,0,2.6368061461962933,9.406831094360234,32,4,5,5-9,2581,[REDACTED],[REDACTED],1
7670,7670,7670,7670,7670,CUST7671,62-65,0,103570-112853,blog,Retention,10074.61930369812,0.2400324842166154,0.12955679418491386,22,1.6185649880305568,13.036178255123057,47,0,1,0-4,2458,[REDACTED],[REDACTED],0
7671,7671,7671,7671,7671,CUST7672,66-69,0,103570-112853,protonmail,Conversion,8308.843338125367,0.11772727409264089,0.07778691720875468,31,3.370086310233233,7.4637675863989,47,19,4,5-9,2422,[REDACTED],[REDACTED],0
7672,7672,7672,7672,7672,CUST7673,66-69,1,38582-47865,tiktok,Consideration,1103.0569548592189,0.27075578500742276,0.04039129629375689,14,4.0470030731222755,10.81547902028492,1,1,1,0-4,3218,[REDACTED],[REDACTED],1
7673,7673,7673,7673,7673,CUST7674,66-69,1,112854-122137,baidu,Consideration,5586.400088933212,0.06989589006071428,0.18326840405497175,17,4.746353308975518,2.301681229277795,25,5,5,0-4,4874,[REDACTED],[REDACTED],1
7674,7674,7674,7674,7674,CUST7675,58-61,1,66434-75717,bing ads,Conversion,4015.546470006635,0.2436462071581545,0.12849618557733242,27,3.734002916772163,11.685419978692892,16,8,8,0-4,4108,[REDACTED],[REDACTED],1
7675,7675,7675,7675,7675,CUST7676,46-49,1,57150-66433,twitter ads,Consideration,8168.542873061797,0.1723741973285485,0.18867708648989226,13,1.3755259681469827,7.183712548923988,3,8,6,5-9,2886,[REDACTED],[REDACTED],1
7676,7676,7676,7676,7676,CUST7677,38-41,0,131422-140705,google ads,Conversion,673.5916741359996,0.10263700044014139,0.12181520178164554,12,1.6991002418746346,10.325492985272572,8,5,0,0-4,3802,[REDACTED],[REDACTED],1
7677,7677,7677,7677,7677,CUST7678,42-45,1,20014-29297,affiliate,Retention,2143.3239290374354,0.031544930055654855,0.021853675527887084,33,7.044249612639374,12.45424151533896,9,8,5,5-9,3095,[REDACTED],[REDACTED],1
7678,7678,7678,7678,7678,CUST7679,30-33,1,140706-149989,google ads,Consideration,4781.349422746902,0.0651809607141201,0.01417855585108055,19,1.4564921584854296,4.193940466317633,68,4,1,0-4,2989,[REDACTED],[REDACTED],1
7679,7679,7679,7679,7679,CUST7680,26-29,0,94286-103569,linkedin ads,Conversion,1623.9898532590205,0.2603248540992067,0.17946067431073942,23,1.4782526123696937,10.389803318176343,37,15,1,5-9,2456,[REDACTED],[REDACTED],1
7680,7680,7680,7680,7680,CUST7681,62-65,0,122138-131421,baidu,Awareness,6921.159366624771,0.1898962631583256,0.019819160182562825,27,8.378920116420726,2.298311559199821,48,2,2,5-9,2774,[REDACTED],[REDACTED],1
7681,7681,7681,7681,7681,CUST7682,26-29,1,94286-103569,protonmail,Retention,8105.868284137153,0.08053164057674156,0.12526755572006767,10,1.398243275442086,2.408636114717825,39,11,7,0-4,2994,[REDACTED],[REDACTED],1
7682,7682,7682,7682,7682,CUST7683,58-61,1,57150-66433,news portal,Awareness,7012.862509305656,0.15644303492738587,0.0681487722709417,27,1.8548158879064267,4.749230062997924,48,11,6,5-9,830,[REDACTED],[REDACTED],1
7683,7683,7683,7683,7683,CUST7684,66-69,1,85002-94285,blog,Conversion,4569.229086962802,0.04394759853941239,0.14364032608862265,21,5.92661776149569,2.645182979375654,85,18,3,0-4,1956,[REDACTED],[REDACTED],1
7684,7684,7684,7684,7684,CUST7685,66-69,0,29298-38581,facebook ads,Consideration,8823.194729672197,0.041969877330686675,0.0682433260265721,29,4.97417895063458,6.6768665559110785,18,8,2,5-9,4245,[REDACTED],[REDACTED],1
7685,7685,7685,7685,7685,CUST7686,22-25,0,20014-29297,baidu,Conversion,1596.4019742688147,0.26526934815890174,0.020776446660219033,37,9.646031033556296,12.954634373384366,36,18,0,0-4,4629,[REDACTED],[REDACTED],1
7686,7686,7686,7686,7686,CUST7687,34-37,0,122138-131421,tiktok,Consideration,2488.423868189434,0.13483133374516193,0.14719114478110937,16,9.379867031835257,1.4532603532876647,96,18,9,0-4,258,[REDACTED],[REDACTED],1
7687,7687,7687,7687,7687,CUST7688,38-41,0,57150-66433,linkedin ads,Conversion,4988.354928740579,0.11089573869462377,0.06889672167407065,21,6.99847465440138,5.353158805143744,48,16,3,5-9,3288,[REDACTED],[REDACTED],1
7688,7688,7688,7688,7688,CUST7689,42-45,0,38582-47865,google ads,Conversion,459.6229138598926,0.28377012129450946,0.11667194442271463,0,1.3370955648730445,3.4700869581737566,5,0,7,0-4,2540,[REDACTED],[REDACTED],1
7689,7689,7689,7689,7689,CUST7690,54-57,1,47866-57149,online directory,Consideration,1095.6490676448054,0.13015557554634266,0.15422436789727867,19,5.592066783127871,7.041632761802252,63,1,0,5-9,3153,[REDACTED],[REDACTED],1
7690,7690,7690,7690,7690,CUST7691,22-25,0,85002-94285,blog,Consideration,3934.160296574716,0.10731912270958813,0.14111556853661633,4,1.5049591047746644,9.684547752166484,22,17,1,5-9,4015,[REDACTED],[REDACTED],0
7691,7691,7691,7691,7691,CUST7692,18-21,0,140706-149989,twitter ads,Conversion,9420.46077819215,0.0886155653252576,0.07477420780332222,32,9.173032395444391,13.09092075358153,77,1,9,5-9,1842,[REDACTED],[REDACTED],1
7692,7692,7692,7692,7692,CUST7693,66-69,0,94286-103569,partner site,Awareness,9130.483365951723,0.16556711982960517,0.15048223920842027,44,6.844978368042169,0.8882963058687213,30,5,1,0-4,2726,[REDACTED],[REDACTED],0
7693,7693,7693,7693,7693,CUST7694,66-69,0,112854-122137,bing,Retention,4731.3246930724135,0.17198031287247353,0.1826847868980344,0,6.20309369577944,8.582757828583027,52,19,8,5-9,4193,[REDACTED],[REDACTED],0
7694,7694,7694,7694,7694,CUST7695,38-41,0,112854-122137,twitter,Awareness,1694.1087607550278,0.014891872277855404,0.12338212608899256,43,4.813847816453319,10.80884080049476,32,18,0,0-4,766,[REDACTED],[REDACTED],1
7695,7695,7695,7695,7695,CUST7696,62-65,0,140706-149989,whatsapp,Awareness,1773.5609887771216,0.20216982120510998,0.1392147824558158,8,5.7026886059427,2.7564249487320813,16,1,5,5-9,3427,[REDACTED],[REDACTED],1
7696,7696,7696,7696,7696,CUST7697,22-25,1,57150-66433,tiktok,Awareness,4161.9826523637985,0.24012006666441094,0.17605123737738693,31,4.327846495762097,14.321612258527496,64,17,3,0-4,4567,[REDACTED],[REDACTED],1
7697,7697,7697,7697,7697,CUST7698,34-37,0,75718-85001,linkedin ads,Awareness,2182.9400285215006,0.19038359972055108,0.16894723568793976,25,2.037735837269855,1.9644275462335816,75,15,8,5-9,659,[REDACTED],[REDACTED],0
7698,7698,7698,7698,7698,CUST7699,38-41,1,85002-94285,linkedin ads,Consideration,897.1432888178555,0.25847448894681563,0.07991116611265267,44,7.051606089802603,5.083974603185616,66,12,5,5-9,750,[REDACTED],[REDACTED],1
7699,7699,7699,7699,7699,CUST7700,50-53,0,112854-122137,linkedin ads,Awareness,6858.424093538728,0.08061260687758616,0.19936376454284946,41,10.10106300008375,4.021524448835573,44,14,8,5-9,4320,[REDACTED],[REDACTED],1
7700,7700,7700,7700,7700,CUST7701,46-49,1,85002-94285,baidu,Retention,5861.138474656222,0.06688483469600892,0.017461482848009476,47,2.056609106025242,1.2858227110697167,99,1,1,5-9,3734,[REDACTED],[REDACTED],1
7701,7701,7701,7701,7701,CUST7702,46-49,0,20014-29297,linkedin,Consideration,2989.724204006079,0.21755567221350425,0.1944938950027919,5,9.96033655463134,10.698947728523136,87,12,1,0-4,3736,[REDACTED],[REDACTED],1
7702,7702,7702,7702,7702,CUST7703,38-41,0,20014-29297,blog,Awareness,8044.339586692092,0.06113544540601551,0.05821982121413764,29,9.070566724503857,8.039927881596958,77,5,5,0-4,4844,[REDACTED],[REDACTED],1
7703,7703,7703,7703,7703,CUST7704,26-29,1,140706-149989,news portal,Consideration,7580.439484361687,0.03701563406087043,0.09241612004495979,39,9.212179998193157,6.4543547775213455,36,6,9,0-4,4103,[REDACTED],[REDACTED],0
7704,7704,7704,7704,7704,CUST7705,34-37,0,29298-38581,zoho,Awareness,5015.29072943489,0.04353980138695425,0.1769881729601266,22,8.351152099386638,3.6018506842372724,91,18,1,5-9,773,[REDACTED],[REDACTED],0
7705,7705,7705,7705,7705,CUST7706,46-49,0,38582-47865,gmail,Awareness,841.7606058627345,0.2411278547984525,0.05601074474475511,38,9.20878372649589,7.2488578276861855,26,1,3,0-4,1503,[REDACTED],[REDACTED],1
7706,7706,7706,7706,7706,CUST7707,66-69,0,29298-38581,blog,Retention,9207.397127524542,0.020193304226388886,0.056572667456546676,24,3.249650021044227,13.292499337089431,19,4,3,5-9,2625,[REDACTED],[REDACTED],1
7707,7707,7707,7707,7707,CUST7708,58-61,1,103570-112853,twitter,Consideration,6612.85741499774,0.09423092941119551,0.13378919503711045,24,4.820780278287107,5.458942678653006,78,13,4,0-4,4279,[REDACTED],[REDACTED],1
7708,7708,7708,7708,7708,CUST7709,58-61,0,20014-29297,google ads,Consideration,2537.4851247961233,0.058352626337330196,0.14818320535998158,12,5.485535749856932,7.914789609498475,41,14,6,5-9,941,[REDACTED],[REDACTED],0
7709,7709,7709,7709,7709,CUST7710,50-53,1,85002-94285,online directory,Conversion,6200.669061311944,0.22817754994897413,0.009753684129255563,24,1.6087711116738779,14.440639601017963,24,1,9,0-4,416,[REDACTED],[REDACTED],0
7710,7710,7710,7710,7710,CUST7711,18-21,1,47866-57149,affiliate,Awareness,4122.797594941875,0.14960370042036977,0.08976339536525074,16,9.981391972947232,10.501070605890778,69,5,0,0-4,1326,[REDACTED],[REDACTED],1
7711,7711,7711,7711,7711,CUST7712,46-49,1,75718-85001,yahoo,Awareness,6520.579589059983,0.072758421630689,0.10381076453397371,43,7.150314548489873,1.0449139623004478,50,11,4,0-4,4409,[REDACTED],[REDACTED],0
7712,7712,7712,7712,7712,CUST7713,46-49,0,38582-47865,instagram,Retention,4407.00254273327,0.22653258059867573,0.059226055944950354,26,5.010885652063078,5.180499777211878,77,7,6,0-4,2167,[REDACTED],[REDACTED],0
7713,7713,7713,7713,7713,CUST7714,62-65,0,20014-29297,news portal,Retention,4871.381652546947,0.23623701352289395,0.11538974698364765,10,9.819853886899296,14.7023680879674,38,10,2,5-9,3714,[REDACTED],[REDACTED],0
7714,7714,7714,7714,7714,CUST7715,34-37,1,38582-47865,twitter ads,Consideration,7326.246808894499,0.16764601099343418,0.037308176396045105,5,3.452239404550835,13.428554971250325,29,4,9,5-9,1489,[REDACTED],[REDACTED],0
7715,7715,7715,7715,7715,CUST7716,34-37,1,75718-85001,twitter ads,Retention,6181.772983842565,0.09518965943848609,0.0685958273114192,14,3.877231299918674,13.533553881184451,46,4,2,0-4,2945,[REDACTED],[REDACTED],0
7716,7716,7716,7716,7716,CUST7717,54-57,0,122138-131421,baidu,Consideration,927.5010879571132,0.17859808852723547,0.1425236625743067,36,2.784610395422228,14.366273143515313,46,19,7,0-4,2556,[REDACTED],[REDACTED],0
7717,7717,7717,7717,7717,CUST7718,30-33,0,112854-122137,linkedin ads,Awareness,417.7868805849836,0.28106391613103443,0.17998831401743925,31,2.6986253172594363,9.759794880994805,49,11,3,0-4,2150,[REDACTED],[REDACTED],1
7718,7718,7718,7718,7718,CUST7719,38-41,0,85002-94285,news portal,Awareness,3044.82043696746,0.021629131834749824,0.12373178516375974,47,2.43621399322121,11.674531650481923,27,15,1,5-9,4870,[REDACTED],[REDACTED],0
7719,7719,7719,7719,7719,CUST7720,42-45,1,66434-75717,news portal,Consideration,4221.649910624557,0.08541489338600929,0.025171906573286957,23,6.742542077087301,9.712981274953286,30,4,5,5-9,781,[REDACTED],[REDACTED],0
7720,7720,7720,7720,7720,CUST7721,30-33,0,47866-57149,google ads,Retention,2424.0601707919727,0.09285981225404982,0.13959694643058046,10,3.726617413633247,8.084325162225008,72,17,4,0-4,3913,[REDACTED],[REDACTED],1
7721,7721,7721,7721,7721,CUST7722,62-65,1,94286-103569,zoho,Retention,6493.332167517394,0.19071876307157531,0.17798838976958514,41,9.500383894981072,8.495099789846002,47,1,6,0-4,2189,[REDACTED],[REDACTED],1
7722,7722,7722,7722,7722,CUST7723,38-41,0,131422-140705,instagram,Consideration,2091.8094222477857,0.19895125612316916,0.10199037364975039,28,8.630984794441492,0.6527453603947553,65,7,1,5-9,4256,[REDACTED],[REDACTED],1
7723,7723,7723,7723,7723,CUST7724,18-21,0,140706-149989,partner site,Awareness,7086.023123712807,0.07307193135962212,0.10412420950732082,7,2.335641582208425,4.019759878752457,52,13,4,5-9,1143,[REDACTED],[REDACTED],1
7724,7724,7724,7724,7724,CUST7725,34-37,0,29298-38581,bing ads,Consideration,7836.707602619729,0.07736162957974933,0.200706082819702,36,8.410192671954672,0.9707889222120498,59,2,4,5-9,4882,[REDACTED],[REDACTED],0
7725,7725,7725,7725,7725,CUST7726,58-61,1,57150-66433,bing ads,Retention,1147.7388325154436,0.2710913483789529,0.12967101903211,9,4.080604987736218,6.863966898834717,46,14,2,5-9,4581,[REDACTED],[REDACTED],1
7726,7726,7726,7726,7726,CUST7727,50-53,1,47866-57149,affiliate,Consideration,6543.204064247474,0.22610907759918106,0.1632208136422408,9,3.09753064835584,11.023001711833162,44,16,7,5-9,309,[REDACTED],[REDACTED],1
7727,7727,7727,7727,7727,CUST7728,50-53,1,140706-149989,bing,Awareness,9369.979387731157,0.2746819288605956,0.13005646004973723,0,7.977678248752569,14.314245358798638,0,12,6,0-4,3954,[REDACTED],[REDACTED],0
7728,7728,7728,7728,7728,CUST7729,66-69,1,29298-38581,whatsapp,Conversion,2145.1554781241525,0.2456004068796835,0.053966489289733424,44,8.745972168485778,1.0985467422732014,65,14,8,5-9,2718,[REDACTED],[REDACTED],1
7729,7729,7729,7729,7729,CUST7730,18-21,1,47866-57149,online directory,Consideration,9040.66827905901,0.1250657435377236,0.06365401718439798,22,9.699450780686233,7.745569868730702,91,1,9,0-4,2946,[REDACTED],[REDACTED],0
7730,7730,7730,7730,7730,CUST7731,66-69,0,66434-75717,google ads,Conversion,6089.525770376865,0.05249498804951952,0.13466703268982622,17,4.7546151243605115,11.127557664657958,99,16,5,0-4,1524,[REDACTED],[REDACTED],0
7731,7731,7731,7731,7731,CUST7732,38-41,1,57150-66433,yahoo,Consideration,6073.965666700411,0.19400052885056135,0.09793559743671036,22,6.046242566355835,10.361926531579435,22,0,4,5-9,671,[REDACTED],[REDACTED],1
7732,7732,7732,7732,7732,CUST7733,46-49,0,38582-47865,affiliate,Retention,608.5876902020401,0.1061461337041136,0.08709446019512988,4,6.777617125415592,11.37285066720997,19,0,4,0-4,3025,[REDACTED],[REDACTED],1
7733,7733,7733,7733,7733,CUST7734,22-25,1,20014-29297,facebook,Retention,7469.153601575738,0.13483560753670162,0.018947272644323415,47,6.604210746158651,12.839094706941086,32,14,5,0-4,1808,[REDACTED],[REDACTED],0
7734,7734,7734,7734,7734,CUST7735,54-57,1,112854-122137,duckduckgo,Conversion,4842.431193406488,0.12591509940507623,0.17546722678245208,37,4.6596666867139795,13.580966727003739,93,6,0,5-9,3991,[REDACTED],[REDACTED],0
7735,7735,7735,7735,7735,CUST7736,18-21,0,47866-57149,twitter ads,Consideration,7292.224249073235,0.2864917921892822,0.1801538740065611,30,2.555361479356099,3.0625050316974,88,14,6,5-9,1086,[REDACTED],[REDACTED],0
7736,7736,7736,7736,7736,CUST7737,66-69,0,122138-131421,yahoo,Retention,8162.326290138473,0.031227368334315928,0.10000977006261734,41,1.3723682136875004,14.25010987750375,47,19,1,0-4,2181,[REDACTED],[REDACTED],0
7737,7737,7737,7737,7737,CUST7738,18-21,0,20014-29297,tiktok,Conversion,5347.898746538369,0.0650537617501227,0.14503130969727954,38,9.274445935022632,12.379457323272664,15,19,2,5-9,4065,[REDACTED],[REDACTED],0
7738,7738,7738,7738,7738,CUST7739,42-45,1,20014-29297,baidu,Conversion,2842.2536191404783,0.18893771538518936,0.04061915810544048,19,4.2541146624358905,13.562291166476351,38,6,4,5-9,3504,[REDACTED],[REDACTED],1
7739,7739,7739,7739,7739,CUST7740,38-41,0,29298-38581,blog,Consideration,1467.5640516003566,0.2640704832501577,0.10581804707064096,28,2.3997493323284367,5.271746258858594,6,3,7,0-4,2419,[REDACTED],[REDACTED],1
7740,7740,7740,7740,7740,CUST7741,30-33,0,47866-57149,affiliate,Retention,1963.4418401003313,0.27424546000035993,0.09013313713412012,47,9.873190170186158,14.931198918549516,61,10,8,0-4,2799,[REDACTED],[REDACTED],1
7741,7741,7741,7741,7741,CUST7742,58-61,1,66434-75717,bing,Conversion,8826.010053759946,0.1730984461173143,0.13752260293064514,32,8.277428489754634,0.41072240286803874,43,11,8,5-9,658,[REDACTED],[REDACTED],0
7742,7742,7742,7742,7742,CUST7743,54-57,0,85002-94285,news portal,Awareness,1255.9429135605694,0.027721767418184426,0.10118618869957043,38,10.024535496704097,13.25852370796548,96,12,0,0-4,3581,[REDACTED],[REDACTED],0
7743,7743,7743,7743,7743,CUST7744,42-45,0,38582-47865,duckduckgo,Awareness,4111.5778610699945,0.11157919229700468,0.10286042058286726,31,3.4623844799340415,10.152918093595002,97,4,1,0-4,2688,[REDACTED],[REDACTED],1
7744,7744,7744,7744,7744,CUST7745,30-33,1,75718-85001,tiktok,Retention,3255.6884940213163,0.2714003723989504,0.06500436701166952,24,5.039990395632678,2.2518625949576676,80,10,4,5-9,664,[REDACTED],[REDACTED],0
7745,7745,7745,7745,7745,CUST7746,42-45,0,66434-75717,news portal,Retention,8478.20209039228,0.15854608946501467,0.015202784183080518,43,8.273806817409367,12.75465145534029,48,5,2,0-4,2379,[REDACTED],[REDACTED],1
7746,7746,7746,7746,7746,CUST7747,18-21,0,38582-47865,linkedin,Awareness,4457.987346176632,0.22105152217637145,0.18584796559564823,26,5.9541042441684215,11.95000560648245,3,4,5,0-4,1948,[REDACTED],[REDACTED],1
7747,7747,7747,7747,7747,CUST7748,50-53,1,29298-38581,facebook ads,Conversion,9772.577581594198,0.08683233037099021,0.011018614368275895,22,4.17816647714709,8.268198823969378,12,12,2,5-9,2137,[REDACTED],[REDACTED],1
7748,7748,7748,7748,7748,CUST7749,26-29,0,122138-131421,twitter ads,Consideration,7464.040136032582,0.024284444322034155,0.0636556805696023,46,2.406716795664162,10.135509726687122,25,6,2,0-4,1687,[REDACTED],[REDACTED],0
7749,7749,7749,7749,7749,CUST7750,58-61,1,140706-149989,linkedin ads,Conversion,8526.260131334993,0.1765503154747276,0.09358993331089815,1,6.073102989773836,2.5559042463550496,12,10,9,0-4,1299,[REDACTED],[REDACTED],1
7750,7750,7750,7750,7750,CUST7751,34-37,0,20014-29297,twitter ads,Retention,930.1427305507182,0.25052695675407216,0.06643943839789127,49,6.31628433399441,7.2837436986100155,95,14,4,0-4,2862,[REDACTED],[REDACTED],1
7751,7751,7751,7751,7751,CUST7752,38-41,0,103570-112853,blog,Retention,2413.324585375966,0.29925617317892605,0.11234925961458406,3,7.5731179303723515,1.1429300719897275,42,5,9,0-4,4989,[REDACTED],[REDACTED],1
7752,7752,7752,7752,7752,CUST7753,22-25,1,140706-149989,yahoo,Consideration,1581.5615109209034,0.2587352073435715,0.09751405643027443,24,8.40069898844828,8.596653852684824,11,5,6,0-4,4563,[REDACTED],[REDACTED],1
7753,7753,7753,7753,7753,CUST7754,58-61,1,66434-75717,affiliate,Conversion,4718.520644572462,0.16610000277394443,0.056364090714548,44,2.205279167176884,7.5182792499070406,77,10,6,5-9,1856,[REDACTED],[REDACTED],0
7754,7754,7754,7754,7754,CUST7755,22-25,1,47866-57149,news portal,Consideration,6994.9722145511305,0.18927086798947007,0.026951475616228796,22,6.729796363505957,2.4465249024148212,84,15,7,0-4,3159,[REDACTED],[REDACTED],1
7755,7755,7755,7755,7755,CUST7756,58-61,0,140706-149989,facebook,Conversion,1824.7501224276384,0.25539420971356813,0.04027785033303192,40,7.977165281906345,6.342722748871233,32,12,1,0-4,1464,[REDACTED],[REDACTED],0
7756,7756,7756,7756,7756,CUST7757,30-33,0,75718-85001,duckduckgo,Conversion,1387.6148725565633,0.017265933549703488,0.10178615211591675,35,4.450662133304565,6.566694045224743,66,2,4,5-9,2327,[REDACTED],[REDACTED],1
7757,7757,7757,7757,7757,CUST7758,50-53,1,103570-112853,outlook,Awareness,6115.059019728594,0.29571619776496194,0.17327861276226847,40,3.6191665035827034,11.161227842989152,6,17,1,0-4,982,[REDACTED],[REDACTED],0
7758,7758,7758,7758,7758,CUST7759,62-65,1,38582-47865,outlook,Conversion,2443.72565948792,0.16635395065113728,0.028502647950462093,22,5.363436717113048,1.3952751027308956,78,18,5,5-9,1980,[REDACTED],[REDACTED],1
7759,7759,7759,7759,7759,CUST7760,62-65,1,75718-85001,duckduckgo,Retention,4803.325582809325,0.29004912902667235,0.13833782608538472,32,3.8292879147522068,9.489170337036247,6,15,4,0-4,4345,[REDACTED],[REDACTED],1
7760,7760,7760,7760,7760,CUST7761,18-21,1,85002-94285,zoho,Retention,615.0288599118046,0.23734434165061358,0.16182029469285153,27,5.648277463446631,7.9648627287033475,42,2,9,5-9,3809,[REDACTED],[REDACTED],0
7761,7761,7761,7761,7761,CUST7762,30-33,1,29298-38581,bing,Retention,6725.936409867913,0.056940618173754884,0.06583695856478657,7,3.6879358923671055,4.541116458871175,47,18,0,5-9,4191,[REDACTED],[REDACTED],0
7762,7762,7762,7762,7762,CUST7763,30-33,0,47866-57149,tiktok,Awareness,5562.458296504675,0.05441709796565638,0.13633374991570918,32,4.674774328512539,11.216298481975926,89,13,7,0-4,3259,[REDACTED],[REDACTED],1
7763,7763,7763,7763,7763,CUST7764,30-33,0,47866-57149,whatsapp,Consideration,6421.909655277384,0.11174649313058758,0.1420696328353444,28,9.493180433176542,8.730868187323335,25,17,6,0-4,1282,[REDACTED],[REDACTED],1
